restaurant_id,name,description,pricing,cuisine_type,source_city,cover_url,logo_url
147379c5-2b28-48ad-8a0e-ca0c8b704a20,Beauty Lassi & Faluda (Since 1922) - Grand Iftar Bazar,Historic refreshment experts serving iconic lassis and desserts since 1922.,৳৳,"Juice Corner, Beverage",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/yrfn-listing.jpg,
e314b97d-c9ae-42c1-b6f1-e6b8cd219b4b,Iftarwala - Grand Iftar Bazar,A seasonal favorite for traditional Iftar staples like Haleem and Jilapi.,৳৳,"Tehari, Rice Dishes, Haleem, Jilapi, Iftar, Doi",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/h8y8-listing.jpg,
18b83a5d-93d7-48ff-a6a0-effa73466603,Khansaba - Grand Iftar Bazar,A seasonal favorite for traditional Iftar staples like Haleem and Jilapi.,৳৳,"Turkish, Kebab, Curry, Middle Eastern",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/c0bs-listing.jpg,
146b6dff-1536-46bc-bc93-19b9b4c7b6be,Burger Xpress - Banani,"No-nonsense, high-quality Western burgers for the fast-paced foodie.",৳৳,"Burgers, Western, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/vyi8-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cs8ya-logo.jpg
f754c0b0-d8f6-407c-b3c0-7e1f03102413,Tehari Ghar - Gulshan,Dedicated to the art of the perfect Biryani and fragrant Tehari.,৳৳,"Rice Dishes, Indian, Biryani, Bangladeshi, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/o4xz-listing.jpg,
b7db4311-8884-4012-b76f-cd85fdc3e2c2,Decent pastry Shop - Grand Iftar Bazar (Banani),"A grand bazaar of sweets, kebabs, and Middle Eastern snacks.",৳৳৳,"Turkish, Kebab, Tehari, Snacks, Haleem, Middle Eastern, Jilapi, Beverage, Iftar, Dessert, Doi",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s7hm-listing.jpg,
de790ce1-8ac3-47e4-ae01-c2753d88880b,Chillox - Banani,The local legend for juicy burgers and casual Western-style hangouts.,৳৳,"Iftar, Burgers, Western, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s4ru-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ch6kt-logo.jpg
94524a58-780f-45fc-b984-847dc2fcb8a1,Madchef - Banani,Experimental and gourmet burgers that push the boundaries of fast food.,৳৳৳,"Burgers, Western, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/ce2hc-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ce2hc-logo.jpg
3f84b756-c44b-4a39-bee7-212fa92831d1,Chicken Buzz - Gulshan,Crispy snacks and meaty delights for those who crave Western-style chicken.,৳৳,"Chicken, Snacks, Iftar, Meat, Western",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/va80-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ci8yo-logo.jpg
b24fcaac-f371-43b2-885e-ba600217b06d,Tehari Baba,"Master of the pot, serving legendary Tehari and traditional Khichuri.",৳৳,"Tehari, Rice Dishes, Iftar, Indian, Biryani, Bangladeshi, Asian, Khichuri",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/mvk1-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/mvk1-logo.jpg
47502fd6-44a0-4339-950d-be081dc10f0c,House of Tehari,Premium Indian and Asian fusion featuring high-end Biryani and Haleem.,৳৳৳,"Tehari, Curry, Haleem, Iftar, Indian, Biryani, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/x6at-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ch1qj-logo.jpg
37a4fbaf-24c5-4b8a-a95d-8ae034bd30fb,North End Coffee Roasters - Banani,World-class coffee and Western cafe snacks in a cozy Banani atmosphere.,৳৳৳,"Beverage, Cafe, Western",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/u7qz-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cp6dg-logo.jpg
c1451325-8a19-4f32-a606-e7694dd81e70,Takeout - Banani,Famous for their signature burgers and bustling urban vibe.,৳৳,"Iftar, Burgers, Western, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s7zs-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ca3ho-logo.jpg
55c8ee87-b205-456e-b07a-0a8c7e409f4d,Sufi House - Gulshan,A vast menu spanning Turkish kebabs to traditional Indian desserts.,৳৳,"Turkish, Biryani, Bangladeshi, Faluda, Kebab, Tehari, Rice Dishes, Haleem, Middle Eastern, Jilapi, Iftar, Indian, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/qbps-listing.jpg,
06272eb4-13ca-4123-8b0c-3167fc810996,Best Fried Chicken (BFC) - Banani,Bangladesh's homegrown answer to premium fried chicken and burgers.,৳৳,"Chicken, Meat, Burgers, Western, Fast Food, Fried Chicken",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/u6ys-hero.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cz2vz-logo.jpg
98081246-3239-4893-8f5a-c4a513caa58c,G.O.A.T,"Trendy snack spot serving up the ""Greatest Of All Time"" quick bites.",৳৳৳,Snacks,Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/jo9t-listing.jpg,
6d5f83ec-db83-4e8c-912a-132a2b30dc38,Pagla Baburchi - Banani,Eccentric and bold Bangladeshi flavors that prioritize spice and soul.,৳৳৳,"Curry, Dessert, Bangladeshi, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/cy5xf-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cy5xf-logo.jpg
4b7ae324-1423-48f4-bfb7-e8c6c4186841,Kustary Orchid - Gulshan,Intimate Middle Eastern eatery focused on the perfect pita and shawarma.,৳৳,"Middle Eastern, Shawarma",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/me68-listing.jpg,
42ba78b9-fcbb-4c2e-93f0-51f19b220047,Waffle Up,Sweeten your day with freshly made waffles and indulgent desserts.,৳৳,Dessert,Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/fjsq-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cz5re-logo.jpg
604b43e2-7269-4462-b878-66d4cf0a87e3,Big Q - Gulshan,"Hearty, oversized burgers for the true Western food enthusiast.",৳৳,"Burgers, Western, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/kmts-listing.jpg,
7a6c1008-f1c5-4138-8e04-8edf82c3f427,Canton,Reliable and classic Chinese-Asian cuisine for family dining.,৳৳,"Chinese, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/m4cm-listing.jpg,
ab0952d5-8f6e-489e-9a8b-719130952f8d,Cheez - Banani,A cheese-lover's paradise featuring Italian pizzas and Mediterranean sides.,৳৳৳,"Italian, Mediterranean, Pizza, Western",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/cp6ts-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cp6ts-logo.jpg
fcb0b14f-247d-4970-b145-b7155201cb79,Chamichi - Banani,Specialty beverage shop focused on refreshing and unique drinks.,৳৳৳,Beverage,Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/eim0-listing.JPG,
5b36dbb3-5bc4-409a-a861-8fbf0557dfc8,Rice Lab - Gulshan,Modern Asian kitchen experimenting with rice-based fast food favorites.,৳৳,"Rice Dishes, Chinese, Asian, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/vmpu-listing.jpg,
2c813a0a-f719-4e7d-9264-c87428d88be4,Shawarma N Katiroll,Fusion street food blending Middle Eastern wraps with Indian rolls.,৳৳৳,"Middle Eastern, Shawarma, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/krv8-listing.jpg,
1e524488-2313-4422-9f74-ade7bb45bac9,KFC Banani,The global standard for finger-lickin' good fried chicken.,৳৳৳,"Chicken, Iftar, Seheri, Meat, Burgers, Western, Fast Food, Fried Chicken",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s4hz-hero.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cs8gf-logo.jpg
82af6ade-4ce2-43ac-8a61-3bc94829c7b8,Time Out Banani,A culinary escape offering authentic Thai and Pan-Asian specialties.,৳৳৳,"Asian, Thai",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s5nf-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cu1tp-logo.jpg
9c27c04f-7e13-40ed-9990-27bb08fbac85,Dhaba Banani,Vibrant Indian street food vibes with incredible Doi and curry.,৳৳৳,"Curry, Iftar, Indian, Doi, Asian, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s6kj-hero.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cs6mx-logo.jpg
5e7da20a-3f81-4853-9fbf-c609a06a999a,BalanceBox,Healthy meets delicious with curated rice dishes and balanced snacks.,৳৳৳,"Snacks, Rice Dishes, Beverage, Dessert",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/nji9-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/nji9-logo.jpg
e9675cb1-0b4c-484c-9697-c488da2e5f8d,Dekchi,Traditional Turkish and Indian fusion served with a modern twist.,৳৳,"Turkish, Kebab, Middle Eastern, Indian, Biryani, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/lbnb-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ca9tl-logo.jpg
ea617e2e-ccfe-4ec3-8d23-c9240acf997b,Burger Mania - Gulshan,"For the burger-obsessed, offering a wide variety of Western styles.",৳৳,"Burgers, Western, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/e2qk-listing.jpg,
1da30a47-73da-4838-ad82-5807e4e70683,AArash,"Simple, effective, and tasty rice dishes for the busy professional.",৳৳,"Rice Dishes, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/bk63-listing.jpg,
1139454f-5d05-4ce4-a2f8-8cf5b1522450,Tarka - Grand Iftar Bazar,Bold Turkish kebabs and creamy Doi for a premium Iftar experience.,৳৳৳,"Turkish, Kebab, Snacks, Middle Eastern, Beverage, Iftar, Doi",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s5yy-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/s5yy-logo.jpg
89f7fe94-80e4-4e31-8b09-9c1dc53871c7,Bhagyakul Mistanna Bhander - Banani,Legendary Bengali sweets and traditional Iftar snacks.,৳৳৳,"Snacks, Iftar, Dessert, Doi",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/akqe-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cw3fp-logo.jpg
a423f379-0302-4ff4-83e6-de15a007c588,Jackson's Fried Chicken - Gulshan,Savory Western-style fried chicken and burgers with a local touch.,৳৳,"Chicken, Iftar, Seheri, Meat, Burgers, Western, Fast Food, Fried Chicken",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/q6zd-listing.jpg,
07081d03-a1a4-4880-b2d1-d139a653a3fa,Fries & More - Gulshan,The ultimate destination for loaded fries and quick Western snacks.,৳৳,"Snacks, Burgers, Western, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/urip-listing.jpg,
2a427fdb-d325-4e44-8105-b638750c432f,Turkish Adana Kebab & Restaurant,Specialized Turkish grill house focusing on the authentic Adana style.,৳৳৳,"Turkish, Kebab, Middle Eastern, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/wkbg-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cf8ty-logo.jpg
d4593bc5-0b36-4994-bfc0-184260b6a4c7,Box Talks,"Modern fast food served in convenient, conversation-starting boxes.",৳৳,Fast Food,Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/ea4e-listing.jpg,
69490f9b-9ed7-433e-9bdd-a5c072cbfb28,Masterchef Subrat Ali- Grand Iftar Bazar,Gourmet Iftar bazaar featuring expert-led Tehari and kebabs.,৳৳৳,"Turkish, Kebab, Tehari, Rice Dishes, Middle Eastern, Jilapi, Iftar, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s4pq-listing.jpg,
a187491c-2c43-444c-b4a4-1f846ffb6ec9,American Burger Banani,"Classic, old-school burgers that stay true to the Western original.",৳৳,"Burgers, Western",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s3ma-listing.jpg,
2a8582d5-f35a-483b-b103-2237aee97f26,Fries & Rice - Gulshan,A fusion of crispy comfort and Asian-inspired rice bowls for a hearty meal.,৳৳,"Chicken, Meat, Chinese, Bangladeshi, Asian, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/hfbr-listing.jpg,
ca2b4d5c-701f-4e3b-a086-9963db1f08f2,Wrap & Meat Box - Gulshan,"Middle Eastern street food reimagined into convenient, flavor-packed protein boxes.",৳৳,"Wraps, Snacks, Middle Eastern, Shawarma, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/p55e-listing.jpg,
f8aefea0-b0dd-4e25-aea9-79bd322a8b2c,Chows,Elegant and authentic Chinese cuisine focusing on traditional flavors and fresh ingredients.,৳৳৳,"Chinese, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s0mi-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cy8oq-logo.jpg
42e4b55e-f74b-4d7e-ba84-495181faf36c,Barcode Cafe - Banani,A trendy urban hangout blending local Tehari favorites with modern Western fast food.,৳৳৳,"Tehari, Beverage, Iftar, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s2lh-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/co9jz-logo.jpg
59ffc1d0-584f-4a24-815d-ab77734147b4,Clean Cravings - Banani,"Focuses on wholesome, high-quality chicken and rice dishes for the health-conscious.",৳৳,"Chicken, Rice Dishes, Meat",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/fylf-listing.jpg,
559300e1-2450-4ae3-becf-760e4f2dc999,Kustary Sultan - Gulshan,Regal Turkish flavors featuring masterfully grilled kebabs and authentic shawarmas.,৳৳,"Turkish, Kebab, Middle Eastern, Shawarma",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/xiwc-listing.jpg,
3eb6c380-37be-473a-b299-a4c7fc61baaa,Aaheli Kabab & Restaurant,A premium destination for aromatic Indian and Middle Eastern tandoori specialties.,৳৳৳,"Turkish, Kebab, Curry, Middle Eastern, Indian, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s3bp-hero.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ce4wy-logo.jpg
9d7a7b40-3907-42b9-b26c-fe5ff975b752,Hungry Rooster,"Serious about fried chicken, offering extra-crispy snacks and juicy meat options.",৳৳৳,"Chicken, Snacks, Meat, Fried Chicken",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/r8jh-listing.jpg,
0f464ff3-85a9-4774-8161-d1d41941ae3f,Star Kabab & Restaurant - Banani,"An iconic Dhaka institution famous for legendary Tehari, Haleem, and local curries.",৳৳,"Tehari, Snacks, Curry, Haleem, Jilapi, Iftar, Bangladeshi, Doi, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/netd-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ch0gl-logo.jpg
4038d282-4adb-4972-be4b-735ac0850e37,The Mezbaan Lounge,Celebrating the rich culinary heritage of Chittagong with authentic beef Mezbaan.,৳৳৳,"Tehari, Snacks, Curry, Rice Dishes, Haleem, Jilapi, Iftar, Bangladeshi, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/c2zj-listing.jpg,
89f48d74-afee-4864-98e8-43dbb0188471,Dream Burger - Gulshan,"Satisfying late-night cravings with massive, Western-style burgers and Seheri deals.",৳৳,"Chicken, Iftar, Seheri, Meat, Burgers, Western, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/yrpe-listing.jpg,
48a4b288-3713-4e5e-b0ca-4e8a7020b9d0,Hakka Dhaka - Banani,"Premier Indo-Chinese fusion serving up the best dumplings, noodles, and spicy soups.",৳৳৳,"Curry, Rice Dishes, Iftar, Seheri, Soups, Noodles, Chinese, Asian, Dumpling",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s8mm-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cv8nr-logo.jpg
38104dd5-769d-4ed9-94b6-b9c252823e84,Rater Kabab - Grand Iftar Bazar,Late-night grill masters specializing in smoky Turkish kebabs and syrupy Jilapi.,৳৳৳,"Turkish, Kebab, Snacks, Curry, Middle Eastern, Jilapi, Iftar",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s5cs-listing.jpg,
3c5f6e6f-835a-4c88-ab84-babe55b89782,Hot Cottage,A cozy spot dedicated to the art of the Turkish grill and Middle Eastern snacks.,৳৳৳,"Turkish, Kebab, Snacks, Middle Eastern",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/tig9-listing.jpg,
eed72dc1-1df9-438f-9000-04c4c4922f63,The Aromatic Rice - Gulshan,"Specializing in fragrant, long-grain rice dishes perfect for a satisfying Seheri.",৳৳,"Rice Dishes, Seheri, Chinese, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/jsta-listing.jpg,
b91b4757-a44d-4735-83d5-c937baacfa0b,Star Kabab - Banani (Kabab Only),A specialized outlet focusing exclusively on Star’s world-famous grilled kebabs.,৳৳,"Turkish, Kebab, Snacks, Middle Eastern",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/gpdj-listing.jpg,
db957861-4e0e-4ce7-a435-b52d69a56483,Dibbles - Gulshan,"Fast-paced chicken and snack joint for those who need a quick, tasty bite.",৳৳,"Chicken, Snacks, Meat, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/yada-listing.jpg,
f5a20602-6b78-4d1f-bb11-ffa5bb57bfad,Kacchi Bhai - Gulshan,"The heavyweights of Kacchi Biryani, known for tender meat and perfectly spiced rice.",৳৳৳,"Tehari, Curry, Rice Dishes, Iftar, Indian, Biryani, Doi, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/k6kl-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cw0gk-logo.jpg
c2878a7d-5824-4dcc-adf8-793046fc7a32,Issa Wrap,Creative and quick wraps that make for the perfect on-the-go Iftar or lunch.,৳৳,"Wraps, Iftar, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/zsin-listing.jpg,
26fcecc6-a6cf-4f93-832d-4bac56a6f761,Divyaanssh,"A multicultural kitchen blending Turkish, Indian, and Middle Eastern rice traditions.",৳৳৳,"Turkish, Kebab, Curry, Rice Dishes, Middle Eastern, Indian, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/iw98-listing.jpg,
3552ace6-a448-47f3-b3c8-cc9aa5ddd081,Iftarwala - Gulshan,"Your seasonal headquarters for high-quality Haleem, Jilapi, and Iftar staples.",৳৳,"Turkish, Kebab, Tehari, Haleem, Middle Eastern, Jilapi, Iftar, Doi",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/dfrv-listing.jpg,
e41d5ee6-20a0-47e8-b41a-07ea0c77dac8,Muslim Sweets Ltd (Since 1967) - Grand Iftar Bazar,"Since 1967, the gold standard for traditional Bengali sweets and festive snacks.",৳৳,"Snacks, Haleem, Jilapi, Iftar, Dessert, Doi, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s5gv-listing.jpg,
94920e9e-79c6-441b-aaeb-3b32691a9016,Tri State Eatery - Grand Iftar Bazar (Banani),A diverse menu featuring Turkish grills and traditional Bangladeshi rice dishes.,৳৳৳,"Turkish, Kebab, Tehari, Snacks, Curry, Rice Dishes, Middle Eastern, Iftar, Dessert, Doi",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s4es-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/s4es-logo.jpg
c8290741-6aeb-45c7-adb1-ada478f836b1,Cooper's- Banani,"Dhaka’s beloved bakery known for premium cakes, savory snacks, and chilled Faluda.",৳৳,"Cakes, Snacks, Iftar, Dessert, Faluda",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s0uc-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ch0xx-logo.jpg
6d1194bd-ad94-4d7b-9218-66baa2748b14,Burgerography,"Where burger-making is an art form, featuring creative Western-style builds.",৳৳,"Burgers, Western, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/ofoa-listing.jpg,
6c24b1a0-fad7-4199-aca3-c1346a2a1671,Kesar- Grand Iftar Bazar,Premium sweets and savory snacks that capture the essence of traditional Iftar.,৳৳৳,"Turkish, Kebab, Snacks, Haleem, Middle Eastern, Jilapi, Iftar, Sweets, Dessert, Doi",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s3yw-listing.jpg,
b609a64c-9ab1-4a43-a91c-48f62dfaf36a,Teheriwala - Banani,"Dedicated to serving authentic, mustard-oil infused Bangladeshi Tehari.",৳৳৳,"Tehari, Iftar, Bangladeshi, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/vtt2-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cs3hv-logo.jpg
20c8dad2-8ad1-4a30-874d-8e292ee9a57e,Tastebud Banani,"A boutique cafe experience with artisanal cakes, desserts, and savory Seheri bites.",৳৳৳,"Cakes, Haleem, Iftar, Seheri, Dessert, Doi, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s0wg-listing.jpg,
d48fcf97-9feb-477f-a0f1-a178b8560a25,Thai Bistro - Gulshan 2,Vibrant and bold Pan-Asian flavors with a focus on authentic Thai spices.,৳৳,"Chicken, Snacks, Meat, Chinese, Asian, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s3lj-listing.jpg,
1dcaf7d1-8287-4867-831e-58a2732a4067,Domino's Pizza - Kemal Ataturk,"The global leader in hot, fresh pizza and Mediterranean-inspired sides.",৳৳৳,"Italian, Mediterranean, Western",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/cu0zf-listing.jpg,
3cdc6f35-68bc-461d-bc2d-f98f7244f66f,Biryani On Bowls - Gulshan,"Modern, convenient bowl-based service for classic Indian Biryani and Tehari.",৳৳,"Tehari, Rice Dishes, Iftar, Indian, Biryani, Asian",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/hyiw-listing.jpg,
a16a95e4-026f-4905-8076-a87c53e9e189,Boomers Cafe - Banani,A versatile multi-cuisine hub serving everything from Chinese to Western burgers.,৳৳৳,"Rice Dishes, Beverage, Indian, Dessert, Chinese, Burgers, Western, Asian, Fast Food",Dhaka - Gulshan,https://images.deliveryhero.io/image/fd-bd/LH/s9od-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cs1ux-logo.jpg
